A,Y,https://spurvoterguide.org/sf-nov-16/prop-a-school-bond/
B,Y,https://spurvoterguide.org/sf-nov-16/prop-b-city-college-parcel-tax/
C,Y,https://spurvoterguide.org/sf-nov-16/prop-c-housing-loan-program/
D,N,https://spurvoterguide.org/sf-nov-16/prop-d-vacancy-appointments/
E,Y,https://spurvoterguide.org/sf-nov-16/prop-e-street-trees/
